        sn_name        |            gal_name            | sn_gal_uncert |    gal_ra    |   gal_dec   | gal_mag | gal_mband | gal_mag_ref | gal_posang | gal_inclination | redshift  | gal_type | gal_logab | gal_log10d | gal_type_code | sn_offset_ew | sn_offset_ns | sn_mag | sn_mflag | sn_mband |  sn_qmag  | sn_optdisc |  max_date  | disc_date  | sn_type  |    sn_ra     |   sn_dec    |    sn_uncert    |   surveys   |                                                                                                                                                                                         discoverer                                                                                                                                                                                         |                                                                                                                                                                                                                                                                                                                       sn_comment                                                                                                                                                                                                                                                                                                                        |                                                                                                                                            gal_comment                                                                                                                                            |                        mod_date_arr                         
2004fs |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-10-15 | Ia | 02 31 19.95 | - 8 49 21.7 |  |  |  |  |  | 
2004fr |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-10-15 | Ia | 02 28 43.77 | - 8 54 24.0 |  |  |  |  |  | 
2004ez | NGC3430 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-10-15 | II | 10 52 15.11 | +32 57 20.1 |  |  |  |  |  | 
2004ey | UGC11816 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-10-14 | Ia | 21 49 07.81 | + 0 26 39.2 |  |  |  |  |  | 
2004fq |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-10-13 | Ia | 23 27 45.64 | - 8 31 12.8 |  |  |  |  |  | 
2004fp |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-10-13 | II | 02 29 53.01 | - 9 01 16.6 |  |  |  |  |  | 
2004fo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-10-13 | Ia | 01 13 28.97 | + 0 35 16.3 |  |  |  |  |  | 
2004fn |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-10-11 | Ia | 23 30 20.12 | - 9 58 30.7 |  |  |  |  |  | 
2004fm |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-10-11 | Ia | 23 26 58.14 | - 9 37 19.4 |  |  |  |  |  | 
2004fl |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-10-11 | Ia | 23 26 57.92 | - 9 37 19.1 |  |  |  |  |  | 
2004fk |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-10-11 | Ia | 01 13 35.84 | - 0 09 27.6 |  |  |  |  |  | 
2004fj |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-10-11 | Ia | 01 09 51.07 | + 0 27 21.0 |  |  |  |  |  | 
2004ex | NGC0182 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-10-11 | II | 00 38 10.19 | + 2 43 17.2 |  |  |  |  |  | 
2004ie | APMUKS(BJ) B215913.95+005943.5 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-10-16 | 2004-10-10 | Ia | 22 01 46.58 | + 1 14 12.0 |  |  |  |  |  | 
2004ic | PGC1182793 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-10-10 | 2004-10-10 | II | 20 40 48.05 | + 1 02 34.2 |  |  |  |  |  | 
2004fi |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-10-09 | Ia | 23 29 45.35 | - 8 54 36.3 |  |  |  |  |  | 
2004fh |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-10-09 | Ia | 23 28 27.20 | - 8 36 55.2 |  |  |  |  |  | 
2004if |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-10-16 | 2004-10-08 | Ia | 22 39 08.54 | - 0 51 54.6 |  |  |  |  |  | 
2004id |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-10-16 | 2004-10-08 | Ia | 00 06 29.64 | - 0 28 22.3 |  |  |  |  |  | 
2004ib | APMUKS(BJ) B023822.81-002333.6 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-10-10 | 2004-10-08 | Ic | 02 40 56.40 | - 0 10 48.3 |  |  |  |  |  | 
2004ew | ESO153-017 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-10-08 |  | 02 05 06.16 | -55 06 32.5 |  |  |  |  |  | 
2004fb | ESO340-007 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-10-07 | II | 20 15 25.63 | -37 30 34.6 |  |  |  |  |  | 
2004ev | ESO459-013 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-10-06 | Ia | 19 20 31.78 | -28 55 14.9 |  |  |  |  |  | 
2004eu | MCG+07-05-039 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-10-06 | Ic | 02 20 34.86 | +41 34 18.5 |  |  |  |  |  | 
2004et | NGC6946 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-09-27 | IIP | 20 35 25.35 | +60 07 17.7 |  |  |  |  |  | 
2004es | UGC03825 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-09-26 | II | 07 23 34.62 | +41 25 38.3 |  |  |  |  |  | 
2004er | MCG-01-07-024 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-09-25 | II | 02 36 59.04 | - 5 21 19.7 |  |  |  |  |  | 
2004hz |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-10-08 | 2004-09-24 | Ia | 02 05 03.00 | + 0 50 11.9 |  |  |  |  |  | 
2004iq | PGC059990 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-09-23 |  | 17 16 35.90 | -10 20 37.9 |  |  |  |  |  | 
2004ia | PGC3110034 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-10-08 | 2004-09-22 | Ia | 02 18 02.30 | - 0 33 32.4 |  |  |  |  |  | 
2004hy | PGC1188054 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-09-24 | 2004-09-22 | II | 21 06 04.25 | + 1 12 57.0 |  |  |  |  |  | 
2004hx | PGC1132462 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-09-24 | 2004-09-22 | II | 02 41 12.60 | - 0 52 46.0 |  |  |  |  |  | 
2004hw | APMUKS(BJ) B234843.55+005658.7 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-09-22 | 2004-09-22 | Ia | 23 51 17.35 | + 1 13 39.4 |  |  |  |  |  | 
2004hv |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-09-22 | 2004-09-22 | II | 23 48 25.95 | + 1 03 50.3 |  |  |  |  |  | 
2004hu | PGC073850 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-09-22 | 2004-09-22 | Ia | 01 15 02.42 | + 0 15 42.9 |  |  |  |  |  | 
2004ht | PGC1132023 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-09-22 | 2004-09-22 | II | 01 04 48.67 | - 0 53 45.5 |  |  |  |  |  | 
2004eo | NGC6928 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-09-20 | Ia | 20 32 54.19 | + 9 55 42.7 |  |  |  |  |  | 
2004em | IC1303 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-09-19 | II | 19 31 31.11 | +35 52 15.7 |  |  |  |  |  | 
HST04Mcg |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-09-16 | Ia | 03 32 10.02 | -27 49 50.0 |  |  |  |  |  | 
HST04Gre |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-09-16 | Ia | 03 32 21.49 | -27 46 58.3 |  |  |  |  |  | 
2004el | MCG+09-25-004 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-09-14 | II | 14 59 51.81 | +54 37 05.9 |  |  |  |  |  | 
2004ip | PGC084885 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-09-13 |  | 18 32 41.26 | -34 11 26.7 |  |  |  |  |  | 
2004ej | NGC3095 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-09-10 | II | 10 00 02.84 | -31 33 25.5 |  |  |  |  |  | 
2004ek | UGC00724 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-09-09 | II | 01 09 58.51 | +32 22 47.7 |  |  |  |  |  | 
2004ei | UGC02817 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-09-08 | II | 03 41 32.69 | +37 13 30.2 |  |  |  |  |  | 
2004eh | UGC01892 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-09-08 | Ib | 02 26 11.82 | +27 36 24.1 |  |  |  |  |  | 
2004ga |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-09-05 | II | 05 58 11.50 | -71 37 00.3 |  |  |  |  |  | 
2004fa | MCG-05-48-005 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-09-05 | Ia | 20 22 35.00 | -29 49 20.7 |  |  |  |  |  | 
2004ep | IC2152 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-09-05 | II | 05 57 53.66 | -23 10 58.3 |  |  |  |  |  | 
2004ef | UGC12158 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-09-04 | Ia | 22 42 10.00 | +19 59 40.3 |  |  |  |  |  | 
2004en | PGC2073199 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-09-02 | II | 02 36 26.53 | +35 59 25.5 |  |  |  |  |  | 
2004ed | NGC6786 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-09-02 | II | 19 10 53.67 | +73 24 27.3 |  |  |  |  |  | 
2004eg | UGC03053 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-09-01 | II | 04 28 08.26 | +21 39 18.3 |  |  |  |  |  | 
2004ec | UGC10717 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-08-29 | IIn | 17 08 04.96 | +26 22 44.4 |  |  |  |  |  | 
2004eb | NGC6387 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-08-29 | II | 17 28 24.30 | +57 32 45.7 |  |  |  |  |  | 
2004ea | MCG-03-11-019 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-08-29 | Ia | 04 16 13.20 | -16 45 20.5 |  |  |  |  |  | 
HST04Cay |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-08-27 | Ia: | 12 37 27.11 | +62 12 07.7 |  |  |  |  |  | 
2004dy | IC5090 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-08-25 | II | 21 11 30.13 | - 2 02 13.3 |  |  |  |  |  | 
2004dz | PGC981352 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-08-20 | Ia | 02 57 36.66 | -10 10 52.8 |  |  |  |  |  | 
2004dx | MCG+07-37-036 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-08-19 | Ic: | 18 18 06.15 | +39 49 24.9 |  |  |  |  |  | 
2004dw | UGC11394 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-08-19 | II | 19 03 38.25 | +27 36 54.5 |  |  |  |  |  | 
2004dt | NGC0799 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-08-11 | Ia | 02 02 12.77 | - 0 05 51.5 |  |  |  |  |  | 
2004ds | NGC0808 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-08-11 | II | 02 03 56.51 | -23 18 50.6 |  |  |  |  |  | 
2004du | UGC11683 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-08-09 | IIP | 21 08 26.51 | +18 11 23.7 |  |  |  |  |  | 
2004dr | ESO479-042 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-08-09 | IIP | 02 46 53.97 | -22 38 15.0 |  |  |  |  |  | 
2004dp | PGC214782 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-08-07 | II | 21 33 52.27 | +41 51 01.4 |  |  |  |  |  | 
2004do | NGC6708 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-08-04 | Ia | 18 55 33.72 | -53 43 22.8 |  |  |  |  |  | 
2004dn | UGC02069 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-08-02 | Ic | 02 35 37.30 | +37 37 54.2 |  |  |  |  |  | 
2004dk | NGC6118 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-08-01 | Ib | 16 21 48.93 | - 2 16 17.3 |  |  |  |  |  | 
2004ee | ESO298-007 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-07-31 | Ia | 02 06 14.62 | -37 20 05.4 |  |  |  |  |  | 
2004dj | NGC2403 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-07-31 | IIP | 07 37 17.02 | +65 35 57.8 |  |  |  |  |  | 
2004eq | ESO404-012 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-07-30 | Ia | 21 57 09.46 | -34 34 51.3 |  |  |  |  |  | 
2004di | UGC10097 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-07-26 | Ia | 15 55 41.00 | +47 51 49.0 |  |  |  |  |  | 
2004dv | MCG-01-06-012 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-07-21 | II | 01 58 52.76 | - 8 10 11.5 |  |  |  |  |  | 
2004dh | MCG+04-01-048 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-07-21 | II | 00 18 00.39 | +24 33 44.5 |  |  |  |  |  | 
2004dg | NGC5806 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-07-19 | II | 14 59 58.96 | + 1 53 25.6 |  |  |  |  |  | 
2004de | NGC3054 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-07-15 |  | 09 54 27.48 | -25 41 34.7 |  |  |  |  |  | 
2004dm |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-07-14 | Ib | 22 43 21.36 | -40 19 46.7 |  |  |  |  |  | 
2004dl |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-07-14 | Ia | 14 11 11.50 | -12 02 36.9 |  |  |  |  |  | 
HST04Tha |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-07-10 | Ia | 12 36 55.17 | +62 13 04.1 |  |  |  |  |  | 
HST04Pat |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-07-09 | Ia | 12 38 09.00 | +62 18 47.2 |  |  |  |  |  | 
2004da | NGC6901 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-07-06 | IaPec | 20 22 21.24 | + 6 25 50.3 |  |  |  |  |  | 
2004dd | NGC0124 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-07-01 | II | 00 27 52.98 | - 1 48 46.3 |  |  |  |  |  | 
2004dc | IC1504 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-06-29 | Ic | 23 41 18.47 | + 4 01 06.3 |  |  |  |  |  | 
2004db | NGC7377 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-06-28 | Ia | 22 47 55.88 | -22 19 40.6 |  |  |  |  |  | 
2004dq | PGC1676985 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-06-27 |  | 15 44 46.87 | +22 50 22.9 |  |  |  |  |  | 
2004df | PGC1659119 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-06-27 | II | 15 08 20.65 | +21 52 35.3 |  |  |  |  |  | 
2004cz | ESO407-009 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-06-26 | IIP | 23 12 43.22 | -37 12 58.7 |  |  |  |  |  | 
2004cx | NGC7755 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-06-26 | II | 23 47 52.86 | -30 31 32.6 |  |  |  |  |  | 
2004cv | MCG+03-41-120 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-06-24 | Ia | 16 06 14.45 | +18 24 54.0 |  |  |  |  |  | 
2004cu | NGC5550 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-06-24 |  | 14 18 29.82 | +12 53 03.0 |  |  |  |  |  | 
2004cs | UGC11001 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-06-23 |  | 17 50 14.38 | +14 16 59.5 |  |  |  |  |  | 
2004ct | MCG+05-37-017 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-06-22 | Ia | 15 43 45.75 | +28 24 59.5 |  |  |  |  |  | 
2004cr | UGC11603 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-06-17 | II | 20 36 06.84 | +63 44 12.4 |  |  |  |  |  | 
2004ci | NGC5980 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-06-16 | II | 15 41 29.74 | +15 47 12.8 |  |  |  |  |  | 
2004cw | ESO184-075 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-06-13 |  | 19 30 57.45 | -53 32 28.7 |  |  |  |  |  | 
2004cc | NGC4568 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-06-10 | Ic | 12 36 34.40 | +11 14 32.8 |  |  |  |  |  | 
2004ca | UGC11799 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-06-12 | 2004-06-02 | Ia | 21 43 32.84 | +43 41 33.0 |  |  |  |  |  | 
2004bz | MCG+02-56-025 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-06-02 | Ia | 22 15 01.05 | +15 24 16.6 |  |  |  |  |  | 
2004ch | NGC5612 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-05-28 | II | 14 34 06.27 | -78 23 09.5 |  |  |  |  |  | 
2004bw | MCG+00-38-019 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-06-06 | 2004-05-26 | Ia | 15 03 46.75 | - 3 18 16.4 |  |  |  |  |  | 
2004cq | UGC09882 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-05-24 | Ia | 15 31 19.76 | +40 16 52.1 |  |  |  |  |  | 
2004cp | 2MASX J15402480+3251569 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-05-24 | Ia | 15 40 24.76 | +32 51 57.2 |  |  |  |  |  | 
2004by | NGC7116 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-05-24 | IIPec | 21 42 41.88 | +28 56 50.6 |  |  |  |  |  | 
2004bv | NGC6907 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-05-24 | Ia | 20 25 06.34 | -24 48 53.7 |  |  |  |  |  | 
HST04Sas |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-05-23 | Ia | 12 36 54.11 | +62 08 22.8 |  |  |  |  |  | 
HST04Man |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-05-20 | Ia | 12 36 34.81 | +62 15 49.1 |  |  |  |  |  | 
HST04Yow |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-05-19 | Ia | 12 36 34.33 | +62 12 13.0 |  |  |  |  |  | 
2004bu | UGC10089 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-05-18 | Ic | 15 54 52.03 | +21 07 11.0 |  |  |  |  |  | 
2004bt | UGC09178 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-05-17 |  | 14 19 53.88 | +51 53 49.6 |  |  |  |  |  | 
2004bs | NGC3323 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-05-16 | Ib | 10 39 39.30 | +25 19 19.9 |  |  |  |  |  | 
2004br | NGC4493 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-05-15 | IaPec | 12 31 07.80 | + 0 36 47.6 |  |  |  |  |  | 
2004cg |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-05-14 | II | 14 11 23.71 | -12 01 08.4 |  |  |  |  |  | 
2004cf |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-05-14 | Ib/c | 14 11 05.77 | -11 44 09.4 |  |  |  |  |  | 
2004ce |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-05-14 | Ia | 13 54 45.93 | -12 14 36.3 |  |  |  |  |  | 
2004cd |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-05-14 | Ia | 13 44 50.70 | - 0 03 48.3 |  |  |  |  |  | 
2004cb | ESO445-020 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-05-12 | Ia | 13 43 48.52 | -29 44 59.2 |  |  |  |  |  | 
2004bq | ESO597-032 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-05-05 | Ia | 20 43 58.28 | -20 40 25.7 |  |  |  |  |  | 
2004bp | MCG+06-25-014 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-05-03 | Ia | 11 09 53.25 | +37 00 06.4 |  |  |  |  |  | 
2004bo | ESO576-054 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-04-30 | Ia | 13 26 06.39 | -19 46 32.6 |  |  |  |  |  | 
2004bl | MCG+00-31-042 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-04-29 | Ia | 12 15 12.08 | - 3 26 18.3 |  |  |  |  |  | 
2004bm | NGC3437 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-04-25 | Ic: | 10 52 35.33 | +22 56 05.5 |  |  |  |  |  | 
2004bn | NGC3441 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-04-23 | II | 10 52 31.06 | + 7 13 41.2 |  |  |  |  |  | 
2004bk | NGC5246 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-04-19 | 2004-04-22 | Ia | 13 37 28.72 | + 4 06 11.3 |  |  |  |  |  | 
2004bj | MCG+01-34-013 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-04-26 | 2004-04-22 | Ia | 13 16 18.03 | + 7 02 52.7 |  |  |  |  |  | 
2004co | PGC2187969 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-04-17 | Ia | 13 28 34.01 | +41 51 08.2 |  |  |  |  |  | 
2004cn | MAPS-NGP O_218_0258988 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-04-17 | Ia | 12 27 28.11 | +42 20 28.6 |  |  |  |  |  | 
2004bi | UGC05894 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-04-13 | IIb | 10 47 37.45 | +26 18 12.0 |  |  |  |  |  | 
2004bg | UGC06363 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-04-14 | 2004-04-07 | Ia | 11 21 01.53 | +21 20 23.4 |  |  |  |  |  | 
2004bf | UGC08739 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-04-07 | Ic | 13 49 15.45 | +35 15 12.5 |  |  |  |  |  | 
2004bd | NGC3786 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-04-07 | Ia | 11 39 42.18 | +31 54 31.8 |  |  |  |  |  | 
2004bx |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-04-06 |  | 13 59 51.06 | +62 30 27.9 |  |  |  |  |  | 
2004bh | UGC05161 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-04-06 | II | 09 40 56.47 | +27 46 46.6 |  |  |  |  |  | 
2004be | ESO499-034 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-04-06 | II | 10 00 19.47 | -24 48 13.8 |  |  |  |  |  | 
2004cy | ESO403-009 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-04-05 |  | 21 34 25.67 | -33 23 13.7 |  |  |  |  |  | 
2004bc | NGC3465 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-04-01 | Ia | 10 59 31.41 | +75 11 28.9 |  |  |  |  |  | 
2004cm | NGC5486 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-03-24 | II | 14 07 24.96 | +55 06 11.0 |  |  |  |  |  | 
